# Pathway	PD_10_HC_Abundance	PD_10_PC_Abundance	PD_10_Abundance	PD_11_HC_Abundance	PD_11_PC_Abundance	PD_11_Abundance	PD_12_HC_Abundance	PD_12_PC_Abundance	PD_12_Abundance	PD_13_HC_Abundance	PD_13_PC_Abundance	PD_13_Abundance	PD_14_HC_Abundance	PD_14_PC_Abundance	PD_14_Abundance	PD_15_HC_Abundance	PD_15_PC_Abundance	PD_15_Abundance	PD_16_HC_Abundance	PD_16_PC_Abundance	PD_16_Abundance	PD_17_HC_Abundance	PD_17_PC_Abundance	PD_17_Abundance	PD_18_HC_Abundance	PD_18_PC_Abundance	PD_18_Abundance	PD_19_HC_Abundance	PD_19_PC_Abundance	PD_19_Abundance	PD_1_HC_Abundance	PD_1_PC_Abundance	PD_1_Abundance	PD_20_HC_Abundance	PD_20_PC_Abundance	PD_20_Abundance	PD_21_HC_Abundance	PD_21_PC_Abundance	PD_21_Abundance	PD_22_HC_Abundance	PD_22_PC_Abundance	PD_22_Abundance	PD_23_HC_Abundance	PD_23_PC_Abundance	PD_23_Abundance	PD_24_HC_Abundance	PD_24_PC_Abundance	PD_24_Abundance	PD_25_HC_Abundance	PD_25_PC_Abundance	PD_25_Abundance	PD_26_HC_Abundance	PD_26_PC_Abundance	PD_26_Abundance	PD_27_HC_Abundance	PD_27_PC_Abundance	PD_27_Abundance	PD_28_HC_Abundance	PD_28_PC_Abundance	PD_28_Abundance	PD_29_HC_Abundance	PD_29_PC_Abundance	PD_29_Abundance	PD_2_HC_Abundance	PD_2_PC_Abundance	PD_2_Abundance	PD_30_PC_Abundance	PD_30_Abundance	PD_31_PC_Abundance	PD_31_Abundance	PD_32_PC_Abundance	PD_32_Abundance	PD_33_PC_Abundance	PD_33_Abundance	PD_34_PC_Abundance	PD_34_Abundance	PD_35_PC_Abundance	PD_35_Abundance	PD_36_PC_Abundance	PD_36_Abundance	PD_37_PC_Abundance	PD_37_Abundance	PD_38_PC_Abundance	PD_38_Abundance	PD_39_PC_Abundance	PD_39_Abundance	PD_3_HC_Abundance	PD_3_PC_Abundance	PD_3_Abundance	PD_40_PC_Abundance	PD_40_Abundance	PD_41_PC_Abundance	PD_41_Abundance	PD_42_Abundance	PD_43_Abundance	PD_44_Abundance	PD_45_Abundance	PD_46_Abundance	PD_47_Abundance	PD_48_Abundance	PD_4_HC_Abundance	PD_4_PC_Abundance	PD_4_Abundance	PD_5_HC_Abundance	PD_5_PC_Abundance	PD_5_Abundance	PD_6_HC_Abundance	PD_6_PC_Abundance	PD_6_Abundance	PD_7_HC_Abundance	PD_7_PC_Abundance	PD_7_Abundance	PD_8_HC_Abundance	PD_8_PC_Abundance	PD_8_Abundance	PD_9_HC_Abundance	PD_9_PC_Abundance	PD_9_Abundance
PWY-5910: superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000241214	0	0	5.37051e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000387845	0	0	0	0	0	0	0	0	8.68577e-05	0	0	3.06588e-05	0	0	0	0	0	0.00010009	3.71812e-05	0	0	6.56454e-05	0	3.96556e-05	0	0	0	0	0	0	0	0	9.36701e-05	0	0	0	0	0	5.0363e-05	0	0	0	0.000104571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184063	0	0	0	0	0	0
PWY-5913: TCA cycle VI (obligate autotrophs)	0	0	0	0	0	2.76245e-05	0	0	0	0	3.98464e-05	0	0	0	0	0	0	0	0	0	1.05585e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292531	3.1334e-05	0	0	0	0	0	0.000135661	0	0.0001488	0	4.26778e-05	0.000384602	0	0	0.000577253	0	0	0.000685406	0.000207641	5.4168e-05	0.000220291	0	0	7.09289e-06	9.93922e-05	0	0.00166276	0	0	9.7444e-06	0	0	0	5.51973e-05	0	8.1126e-05	8.4636e-06	0	0	0.000605319	0	0.00275434	0	0.000133143	0	0	0	3.13632e-05	0.000117194	0	0	0.000161468	0.000450169	0.00029858	0	0.000244371	0	0	0.000118888	2.83566e-05	1.82652e-05	0	1.57196e-05	0.00100672	0	2.54424e-05	0	0	8.73e-06	4.80382e-05	0.000347448	0.000136626	0	0	5.86365e-05	5.38317e-05	0	2.45377e-05	0	0	0.000105445	0.00159796
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000709848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.59357e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	2.29361e-05	0	0	0	0	2.79283e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.24459e-05	0	0	0	0	0.000311941	0	0	0	0	0	0.000215187	0	0	0	0	0	6.93954e-06	8.00018e-05	0	0	0	0	0	0	0	0	1.25054e-05	0	4.03898e-05	0	0	0	0.000272032	0	0	0	0	0	0	0	0	4.9642e-05	0	0	0	0.000177283	0	0	0	0	0	1.94858e-05	1.05185e-05	1.62194e-05	0	0	0	0	0	0	0	0	3.85626e-05	0	0.000101299	0	0	0	4.86029e-05	0	0	0	0	2.92636e-05	0.000832
PWY-5913: TCA cycle VI (obligate autotrophs)|g__Klebsiella.s__Klebsiella_pneumoniae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4786e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5913: TCA cycle VI (obligate autotrophs)|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000310215	0	0	0.000275685	0	0	0.000181465	0	0	0	0	0	0.00079684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.43803e-05	0	0	0	0	0	0	0	0	0	0	0	0.000245982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000520792
PWY-5918: superpathay of heme biosynthesis from glutamate	0	0	0	0	0	0.000155154	0	0	0	0	0.00025293	0	0	0	0.00016158	0.000489568	0	9.29572e-05	0.000141246	0	0.000179518	0	0	0	0	0	0.000285909	0	0	0.000110639	0	0.000247945	0.000230948	8.25815e-05	0	0	0.000179074	0	0	0	0	0	0.000111544	0	0.000176435	0.000517904	0.000115431	0.000874751	0	0	0	0.000288579	0.000166052	0.000528434	0.000823504	0.000484208	7.8265e-05	5.70598e-05	0	0.000345727	0.00135008	0	0.00277594	0	0	0	0	0	0	0.000556682	0.000186525	0	0	0	0.000331981	0.00063819	0	0	4.4734e-05	0.000466056	0	0.000254647	0	0	0.000258822	0.000263104	0.000833496	0.000604441	0.000241294	0.000642268	0.000379372	0.000258008	4.17985e-05	0.000228988	0.000576037	0.000204735	0.000160387	0	0.000298911	0.000130785	0.000173004	0.000418847	0	0	0.000257689	0	0	0.000367002	0	0	0.000298008	0	0.00082405	0.000104204	0	0	0.000119494	0.00282866
PWY-5918: superpathay of heme biosynthesis from glutamate|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00072331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5918: superpathay of heme biosynthesis from glutamate|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11619e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.34698e-05	0	0	0	0	0	0	0
PWY-5918: superpathay of heme biosynthesis from glutamate|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000644817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228189	0	0	0.000306032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01904e-05
PWY-5920: superpathway of heme biosynthesis from glycine	0	0	0	0	0	8.64058e-05	0	0	0	0	0	0	0	0	0	9.22637e-05	0	0	0	0	6.48106e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11183e-05	0	0.000105947	0	0	0	0	0	0.000320309	0.000535932	0	0	0	0	0.000104254	0.00026314	0	0.00198599	0	0	0	0	0	0	0.000214957	6.01772e-05	0	0	0	0	0.00051809	0	0	0	0.000230311	0	0	0	0	5.77787e-05	0	0	0	0.000137553	7.34057e-05	0.000158162	0	1.60983e-05	0	0.000203126	5.05421e-05	6.31754e-05	0	4.56711e-05	7.20174e-05	0	0	0	0	0	0	0	0	0	0	0.000157558	0	0	4.90021e-05	0	0	6.30923e-05	0.0011051
PWY-5920: superpathway of heme biosynthesis from glycine|unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000493253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5941: glycogen degradation II (eukaryotic)	0	0	0.000598987	0	0.000608972	0	0	0	0	0	0	0	0	0	0.000353283	0	0	0.00105866	0.000793517	0.000761569	0.000283917	0	0.00030742	0	0	0.000465874	0	0	0	0	0.00048427	0	0	0.000336725	0.000633795	0	0	0	0	0	0	0	0	0.000480139	0	0.00133381	0.00111204	0	0	0.000469957	0	0	0	0.000333252	8.84447e-05	0	0	0.000434633	0	0.000354239	0.000352933	0.000291656	0	0	0	0	0	0.000520372	0.000978263	0	0	0.000212602	0.000393975	0	0.000221064	0	0.00115769	0.00124322	0	0.00041628	0	0	0.00162329	0.00144618	0.00271872	0	0	0	0	0.000200658	0	0	0.000661401	0	0.000215797	0.00111053	0	0.000513531	0.00103423	0	0	0.000597518	0	0	0.00020625	0	0	0	0.00131025	0	0	0	0.000629814	0.000974355	0	0	0.000367301	0
PWY-5941: glycogen degradation II (eukaryotic)|unclassified	0	0	0.000455641	0	0.000288464	0	0	0	0	0	0	0	0	0	0.000273235	0	0	0	0.00042102	0.000565506	0.000175051	0	0	0	0	0.000392077	0	0	0	0	0.000343552	0	0	0.000259292	0.000461832	0	0	0	0	0	0	0	0	0.000319077	0	0.000742364	0.000918881	0	0	0.000349469	0	0	0	0	0	0	0	0.000116222	0	0.0002972	0.000322099	0.000209074	0	0	0	0	0	0.000384446	0.000327079	0	0	0	0.00036036	0	0.000201438	0	0.0009859	0.000748528	0	0.000328827	0	0	0.000869627	0.00109351	0.000161642	0	0	0	0	0.000185797	0	0	0.000456241	0	0.000189582	0.000846865	0	0.000460111	0.000480522	0	0	0.000408116	0	0	0.000184418	0	0	0	0.000687436	0	0	0	0.000465471	0.000197454	0	0	0.000291975	0
PWY-5971: palmitate biosynthesis II (bacteria and plants)	0.000225466	0.000974123	0	0.00428029	0	0.000149233	0.000198717	0	0	0.0014651	0.00119357	0.000635448	0.000121831	0	0	0.00124279	0	0.000584237	0.000109305	0.0021658	5.90678e-05	0	0.000308108	0.000546103	0	0	0	0.0001334	0	0	0	0	0.000521318	0	0.00247518	0	0	0.000163674	0	0.000788166	0.000545713	0	0.0012891	0.000927072	0.000427479	0	0.000114598	0.00155714	0.000535718	0.000767325	0	0.000168806	0.00151132	0.000927653	0.00159056	0	0.000138126	0	0	0.000790531	0.00053993	0.000579236	0	0	0.0013332	0	0	0.000718971	0.000576616	0.00227458	0	0.000426765	0.00288821	0	8.2804e-05	0.00117045	0	0	0.000465442	0	0	0	0.00093419	0.000110061	0.00317796	0.000202821	0.00048707	0	0.00127008	0	0.00156302	0	0	0.000421709	0.000448609	0.000235669	0.000342389	0	0.000173393	0.000298133	0.00044726	7.69142e-05	0.000530283	0	0.000633549	0.00138939	0.000996581	0.000581051	0	0.000735574	0.000689577	0.000229075	0.000586244	0.00330216	0.000536944	0	0.000979657	0
PWY-5973: cis-vaccenate biosynthesis	0.0109743	0.00968179	0.0111089	0.00918249	0.0111093	0.0107822	0.0106494	0.00930633	0.00962269	0.0134855	0.0100293	0.00852883	0.00975038	0.0141373	0.00817177	0.00955272	0.0118421	0.011944	0.0106661	0.01064	0.00821043	0.00927902	0.00945548	0.0134177	0.0104365	0.0110408	0.00698032	0.0116002	0.0103132	0.0108099	0.0129141	0.0117981	0.0117388	0.0106469	0.00956177	0.00706905	0.0104951	0.0138662	0.0104542	0.0102518	0.0168905	0.00816362	0.00765794	0.0122038	0.00554245	0.0121047	0.0126297	0.00758523	0.0119916	0.00812002	0.00957311	0.0097008	0.00674037	0.00555113	0.0101046	0.00869803	0.0107742	0.0123746	0.00682028	0.0119708	0.00532383	0.0107162	0.00545689	0.00833218	0.0126594	0.00886532	0.0114518	0.00914363	0.0123623	0.00606635	0.00922189	0.00735796	0.0100084	0.0124283	0.0121416	0.00848944	0.00514567	0.00576704	0.0097571	0.00844224	0.011707	0.0103753	0.011414	0.0113898	0.0102299	0.00908921	0.00856886	0.0112829	0.00752465	0.00904314	0.00799539	0.00487824	0.00583189	0.00964743	0.00727089	0.00828876	0.00738047	0.00534815	0.0108611	0.00682241	0.0101027	0.00993466	0.00669049	0.011949	0.00877804	0.00866341	0.0107233	0.00972843	0.00858122	0.00915965	0.00772387	0.00521242	0.014214	0.00910171	0.0133535	0.0105459	0.00795278	0.00264338
PWY-5973: cis-vaccenate biosynthesis|g__Blautia.s__Ruminococcus_torques	0	0	0	0	0	0	0	0	0	0	0	0.00010378	0	0	4.56367e-05	8.03354e-05	0	0	0	0	0	0	0	0	0	0	3.79553e-05	4.83972e-05	0	0	0	6.2176e-05	0	0	0	0	0	3.20892e-05	0	0	0	0	0	0	0	0	0.000124399	0	0	0	0	0.000125775	0	0	0	0	0	0	0	2.39417e-05	0	0.000168832	0	0	8.30301e-05	0	0	0	0	4.01277e-05	0	0	0	0	5.01604e-05	0	0.000240272	0	0	0	0	0	7.65217e-05	0	0	0	0	0	0.0002794	0	0	0.000135579	0.00162054	0	0.000273439	0.00015514	0.000981916	0	0.000134695	0.000216148	0	7.83158e-05	0	0	0.000183672	6.91446e-05	0	0	4.95189e-05	0	0	0	0	0	0	4.58802e-05	3.44291e-05	0
PWY-5973: cis-vaccenate biosynthesis|g__Desulfovibrio.s__Desulfovibrio_piger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.46275e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.20228e-05	0	0	0.000281789	0	0	0	0	0	0	0	0	0	0	0	0	0.00020588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010022	0	0	4.11271e-05	0.000212964	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45026e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Eubacterium.s__Eubacterium_rectale	0.000156041	0.000206276	0.000108878	5.99047e-05	0.000360028	0.000213957	0.000522297	0	0	0.000406162	0	0.000471247	0.000539232	0	0.000141941	0.00170617	0.000162045	0.000383605	0.000215727	0.000372418	0	0	0.0016466	0.000197615	0.000543031	0	0	0.00125269	0.00032384	0.000595379	0.00206346	0.000528603	0.000305267	0.000289201	0.000767867	0	0	0.000503601	0.00028994	0	0.000345038	0.00015916	0	0.000443593	0	0	0.000361869	0	0.000310541	0.000633988	0	0.000163117	9.30101e-05	0	7.94226e-05	0	0	0	0	0	0.000256052	0	0	0.000128138	0.000507869	0	0	0.000466774	0.000198314	0	0.000164382	0	0.000470175	0.00024686	0.000188713	0	0.000144554	2.40234e-05	0.000209801	0	0.000649867	0.000338863	0.00073201	0.000151457	0.00117584	0.000124787	0.000621884	0	0.00031782	0	0.000213423	9.73152e-05	0.00156436	0.00240794	0.000201674	0.000313476	0.00132682	0.000140691	0.000776982	0	0.000526901	0.00339154	0	0	0.0009734	0	0.000154794	0	0.000253892	0.000377146	0.000368727	3.69839e-05	0.000381749	0.00099548	5.29593e-05	0.00112078	0.000117757	0
PWY-5973: cis-vaccenate biosynthesis|g__Lactobacillus.s__Lactobacillus_salivarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000481422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.77865e-05	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Lactococcus.s__Lactococcus_lactis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13013e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Oxalobacter.s__Oxalobacter_formigenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.40075e-05	0	0	0	0	0	0	0	0	0	0	9.6855e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5973: cis-vaccenate biosynthesis|g__Pseudomonas.s__Pseudomonas_fragi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000294724
PWY-5973: cis-vaccenate biosynthesis|unclassified	0.00406468	0	0.000927842	0.000293098	0.00105125	0	0.000465125	0.0029977	0	0.00119675	0.000769031	0.000689465	0	0.000891592	0.000262793	0.000586226	0.00025342	0.000148169	0.000355485	0.00101721	8.14628e-05	0.00105858	0.000930896	0.000141415	0.000511888	0.000582772	0.00015082	0.000115529	0.000319877	0.00141218	0.00200746	0.00103149	0.000623735	0.00161995	0	0.000640672	0.000161992	0.000554538	0.000304178	0.000196763	0.00663289	0.000369195	0.000596206	0.000443275	0.000219307	0.000737055	0.0013797	0.000204964	0.000397199	0.000733286	0.000338392	0.000352925	0.000499174	0	0.000454748	0.00179444	0.000269959	0.000355471	0.000861145	0.000382914	0.000488366	0	0.000555729	0.00018686	0.000106029	0.000483508	0.000746794	0.00075137	0.000306844	0	0	0	0.00105888	0	0.00108078	3.16126e-05	0	0.000723844	0.00177644	0.000857226	0	0.00107709	0.00014981	0.00106619	0.00237201	0.000323268	0.00104445	0	0.000395463	0.000614494	0.00116659	0.000927897	0.000740322	0.0008451	0.000404086	0.00127746	0	0.000507242	0.000903413	0.00057476	0.000674677	0.000530746	0.000595316	0.000476974	0.00087161	0	0.000122018	0.00255209	0.000694537	0.000393296	0.00075496	0.000616845	0.000100988	0.000185161	0.00010201	0.000222724	0.000429137	5.46764e-05
PWY-5989: stearate biosynthesis II (bacteria and plants)	0.000768745	0.000857585	0.000604869	0.00434397	0.000896411	0.000981833	0.00132578	0.000452895	0	0.00131047	0.000805343	0.00107764	0.001316	0.00033773	0.000457231	0.00300837	0.000432456	0.00102691	0.000910518	0.00146588	0.000120001	0.000469477	0.00322623	0.000762255	0.00157489	0	0.000780996	0.0026281	0.000973443	0.00141958	0.00344305	0.00159672	0.00114991	0.000661896	0.00212066	0	0.000101734	0.00117827	0.000849488	0.000516565	0.000743992	0.000518742	0.000898962	0.000936948	0.000358752	0	0.000857263	0.00128825	0.000781028	0.0016717	0.0010061	0.000696668	0.0010137	0.00128061	0.00121932	0.00014779	0.000207408	0.00017554	0.000265028	0.000612275	0.000772094	0.0005702	0.00172678	0.000372048	0.00176586	6.66382e-05	0	0.00198711	0.000487981	0.00264306	0.000508761	0.000410047	0.00187985	0.000885459	0.00066464	0.000795931	0.00126489	0.000106015	0.000764107	0.000383491	0.00145658	0.00181998	0.00236156	0.000387751	0.00245784	0.000350099	0.0019909	0.00267259	0.00153938	0.000668398	0.00105009	0.000690209	0.000589389	0.00431242	0.00155498	0.00131771	0.00371261	0.000486838	0.002065	0.000846693	0.00137831	0.00336248	0.000350075	0.0021864	0.00298195	0.00101392	0.000677126	0.000395099	0.0012807	0.00186436	0.00100962	0.000209711	0.000746194	0.00264975	0.000375273	0.00314355	0.000657149	0.00236018
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Bacteroides.s__Bacteroides_xylanisolvens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.73472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000454851	0	0	0	0	0	0	0	0	0	4.61585e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.88131e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000405579	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Citrobacter.s__Citrobacter_freundii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24753e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Enterobacter.s__Enterobacter_cloacae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.54794e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.21491e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26779e-05	0	6.78448e-05	0	0	0.000392224	0	0	0	0	0	0.000280377	0.000151276	0	0	0	0	5.79417e-05	7.93566e-05	0	0	0	0	0	0	0	0	2.14589e-05	0	3.49453e-05	0	0	0	0.00025506	0	0	0	0	0	0	0	0	6.07557e-05	0	0	0	0.00027078	0	0	0	0	0	6.4674e-05	2.4613e-05	0	0	0	0	0	0	0	0	0	7.22217e-05	0	9.49449e-05	0	0	0	5.66708e-05	0	0	0	0	0	0.000478287
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Haemophilus.s__Haemophilus_parainfluenzae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.11355e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00033715
PWY-5989: stearate biosynthesis II (bacteria and plants)|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.58625e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
