metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
description	s__Bacteroides_eggerthii	Household Control	-0.00679762642541004	0.0409335379862103	118	30	0.869812152778101	0.969888990544258
description	s__Coprobacter_fastidiosus	Population Control	-0.00137253382813938	0.00823429735762311	118	34	0.868020783038014	0.969888990544258
description	s__Clostridium_leptum	Household Control	-0.00110446170114693	0.00687552982754368	118	45	0.873879777338867	0.969888990544258
description	s__Clostridium_bartlettii	Population Control	0.00135118562291683	0.00844880325765325	118	47	0.873306536153219	0.969888990544258
description	s__Bacteroides_intestinalis	Population Control	-0.00233228769230631	0.0152596935276933	118	25	0.878838903072396	0.9699226205309
host_body_mass_index	s__Bacteroides_thetaiotaomicron	host_body_mass_index	0.0013192521824701	0.00873122605553133	118	93	0.880216455904082	0.9699226205309
host_age	s__Parabacteroides_merdae	host_age	0.00173185728375916	0.011807370291882	118	81	0.883707276483709	0.9699226205309
description	s__Ruminococcus_bromii	Household Control	0.00393309118922097	0.0263769894840752	118	56	0.882164405110654	0.9699226205309
description	s__Parasutterella_excrementihominis	Household Control	0.000880262456654524	0.00589789525553742	118	43	0.882043510990523	0.9699226205309
description	s__Bacteroides_faecis	Population Control	0.00160970326666553	0.0115587135775317	118	34	0.88953465108694	0.970848930123361
sex	s__Bacteroides_fragilis	male	-0.00254539593430839	0.0182361866640837	118	47	0.889299204586827	0.970848930123361
host_body_mass_index	s__Streptococcus_parasanguinis	host_body_mass_index	-0.000371673658077559	0.00269109775825072	118	34	0.890435180355567	0.970848930123361
description	s__Parabacteroides_merdae	Household Control	-0.00355222842571088	0.0270448778962044	118	81	0.895913062285569	0.972537205770518
description	s__Lachnospiraceae_bacterium_1_1_57FAA	Population Control	0.00164074388358225	0.0123018444365119	118	24	0.894199889305846	0.972537205770518
sex	s__Parabacteroides_merdae	male	0.0025267366821479	0.0200869284556216	118	81	0.900171594655961	0.974744704524422
host_body_mass_index	s__Parabacteroides_unclassified	host_body_mass_index	-0.00140571584945715	0.0113730892669667	118	49	0.901884999337748	0.974744704524422
host_body_mass_index	s__Bacteroides_nordii	host_body_mass_index	0.000311226969918338	0.00261471236949529	118	36	0.905539117805077	0.975645935447136
sex	s__Bacteroides_thetaiotaomicron	male	0.00196797790422317	0.0167366111051857	118	93	0.906660869304409	0.975645935447136
host_body_mass_index	s__Bacteroides_uniformis	host_body_mass_index	-0.00215610814641255	0.019622782280659	118	106	0.912755804422278	0.979807207887484
sex	s__Alistipes_senegalensis	male	-0.000437448562953655	0.00447773793904476	118	50	0.922404361364782	0.979807207887484
host_body_mass_index	s__Ruminococcus_obeum	host_body_mass_index	-0.000447354373845615	0.00430954498379476	118	109	0.917535860295394	0.979807207887484
description	s__Dorea_longicatena	Population Control	0.00122092373536544	0.0120683282748829	118	89	0.919667873693606	0.979807207887484
host_body_mass_index	s__Faecalibacterium_prausnitzii	host_body_mass_index	0.000783576050869577	0.00779713488757552	118	107	0.920205211336474	0.979807207887484
host_age	s__Ruminococcaceae_bacterium_D16	host_age	0.000207720729592451	0.00210261845042756	118	26	0.921505649130949	0.979807207887484
host_body_mass_index	s__Oscillibacter_unclassified	host_body_mass_index	0.000353145261693369	0.00380933697694701	118	114	0.92632778215621	0.981867777660223
description	s__Bacteroides_ovatus	Population Control	-0.00172807919386442	0.0272011716782762	118	104	0.949475738544474	0.983463573113984
description	s__Bacteroides_ovatus	Household Control	-0.00279414009925934	0.0330568712530111	118	104	0.932916922914404	0.983463573113984
host_body_mass_index	s__Paraprevotella_unclassified	host_body_mass_index	0.000247159084089469	0.00418760701271904	118	27	0.953653761730329	0.983463573113984
sex	s__Streptococcus_salivarius	male	-0.000370850090869154	0.00665030651433445	118	58	0.955648441753184	0.983463573113984
host_age	s__Clostridium_leptum	host_age	-0.000252376624510824	0.00351657000685161	118	45	0.942959545651894	0.983463573113984
host_age	s__Eubacterium_eligens	host_age	0.000668560464496938	0.00952468271549132	118	92	0.944239096834962	0.983463573113984
description	s__Eubacterium_ventriosum	Population Control	0.000672870871600375	0.00871594361064358	118	51	0.938644756521552	0.983463573113984
description	s__Ruminococcus_obeum	Household Control	-0.000882113932300611	0.0119250473062033	118	109	0.941183820727286	0.983463573113984
description	s__Coprococcus_catus	Household Control	0.000452802775712938	0.00675436112078976	118	70	0.946687570243084	0.983463573113984
host_age	s__Lachnospiraceae_bacterium_1_1_57FAA	host_age	-0.000360233060687284	0.00606225793645931	118	24	0.952737478895756	0.983463573113984
host_body_mass_index	s__Lachnospiraceae_bacterium_8_1_57FAA	host_body_mass_index	0.000231669779655261	0.00308374081756536	118	36	0.940267433443675	0.983463573113984
sex	s__Roseburia_intestinalis	male	-0.00052806128209647	0.00891931984539628	118	73	0.953083280040928	0.983463573113984
description	s__Ruminococcaceae_bacterium_D16	Household Control	-0.000376250094446656	0.00533128708342329	118	26	0.943880645139019	0.983463573113984
host_body_mass_index	s__Holdemania_filiformis	host_body_mass_index	-7.54281285122334e-05	0.00131082238640737	118	30	0.954236206587637	0.983463573113984
host_body_mass_index	s__Lachnospiraceae_bacterium_1_1_57FAA	host_body_mass_index	0.00017817512598561	0.00341913821315811	118	24	0.958886246854004	0.984748324051311
sex	s__Odoribacter_splanchnicus	male	0.000544662774989432	0.0124223374026257	118	59	0.965138774176216	0.985038542715931
host_age	s__Bilophila_wadsworthia	host_age	-5.8194966406693e-05	0.00132222173868699	118	40	0.964993688404025	0.985038542715931
host_body_mass_index	s__C2likevirus_unclassified	host_body_mass_index	0.000103810457545006	0.00231058397711609	118	25	0.96425604841811	0.985038542715931
sex	s__Adlercreutzia_equolifaciens	male	0.000162344525373318	0.00401582422550814	118	50	0.967835585303244	0.985758466512563
sex	s__Bacteroides_ovatus	male	-0.000875284754528478	0.023692943376362	118	104	0.970611303723862	0.98655563725526
host_age	s__Anaerotruncus_unclassified	host_age	6.45140492639731e-05	0.00205591074356301	118	26	0.975030477604161	0.989016570520614
description	s__Holdemania_filiformis	Household Control	-9.27463798061875e-05	0.00335943721386912	118	30	0.978137865345434	0.990139556944764
description	s__Parabacteroides_goldsteinii	Household Control	-0.000286893188835939	0.0133228577489614	118	33	0.982983331273011	0.992458138611048
sex	s__Anaerostipes_hadrus	male	-0.00016853058515236	0.00860833195240515	118	74	0.984438274864696	0.992458138611048
description	s__Bacteroides_vulgatus	Population Control	-0.000522602767956398	0.036109838672104	118	97	0.988483011676465	0.993428514329461
sex	s__C2likevirus_unclassified	male	5.99453806258105e-05	0.00450638738092544	118	25	0.989414661746312	0.993428514329461
sex	s__Bacteroides_nordii	male	5.21401264818923e-05	0.0049538064418986	118	36	0.991628972230546	0.993636318328178
host_body_mass_index	s__Odoribacter_splanchnicus	host_body_mass_index	9.02110678295845e-07	0.00653708744995659	118	59	0.999890210913616	0.999890210913616
